NODE OR WAY|QUESTION|ID|KEY|SCORE|VALIDATING|ANSWERS|shape|ICON
WAY|Di che superficie è fatta la strada?|742.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1292698.725306122 5603405.79665528, 1292690.260544231 5603363.833008275, 1292680.465907302 5603312.517754758, 1292669.056606923 5603252.279461459, 1292668.377072126 5603248.533126038)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|742.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292698.725306122 5603405.79665528, 1292690.260544231 5603363.833008275, 1292680.465907302 5603312.517754758, 1292669.056606923 5603252.279461459, 1292668.377072126 5603248.533126038)|radio_button_checked
WAY|La strada è illuminata?|1291.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1308141.5659773 5602741.11166151, 1308150.68536846 5602747.08609651, 1308159.34701094 5602753.20609006, 1308171.70473651 5602761.66707591, 1308184.84980637 5602770.09843166, 1308198.76455599 5602778.15197508)|radio_button_checked
WAY|La strada è illuminata?|405.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1289538.18478637 5597499.798498279, 1289539.006976693 5597503.231565802, 1289543.505609135 5597505.663926421, 1289561.501345536 5597501.940803688, 1289605.482832641 5597490.089028343, 1289664.494891606 5597475.467122437, 1289695.077411339 5597468.372084866, 1289722.484630155 5597462.34440678, 1289740.366072511 5597459.519039866, 1289754.151336088 5597459.07853368, 1289767.687483453 5597460.899966426, 1289783.793441654 5597462.800251089, 1289798.611949512 5597464.580655058, 1289822.257937785 5597476.543893087, 1289838.748912899 5597485.51579024, 1289873.079707166 5597505.509408498, 1289893.158554029 5597516.298543708, 1289891.95910079 5597529.055973687, 1289901.445184794 5597534.709731549, 1289908.755504451 5597537.535025253, 1289921.566938952 5597541.79443364, 1289962.542413431 5597548.69524142, 1289981.834023502 5597549.849308714, 1290010.086833077 5597550.233716024, 1290037.543277091 5597550.80450989, 1290079.523379669 5597553.969618669, 1290088.907380083 5597556.406426902, 1290127.223010304 5597555.341507864, 1290183.929842964 5597557.390894404, 1290210.005990031 5597561.262789869, 1290262.167354412 5597560.360716561, 1290300.943382755 5597558.636311878, 1290320.80460121 5597557.517392999, 1290357.217102877 5597557.156436693, 1290360.529912909 5597560.128109456, 1290403.731602586 5597561.623843638, 1290438.716805382 5597561.791276114, 1290456.964821367 5597560.401726902, 1290470.920698379 5597560.276655252, 1290536.315803388 5597558.0204401, 1290560.329275155 5597556.284936225, 1290588.965676342 5597553.596202608, 1290614.225634709 5597550.693596499, 1290652.552891889 5597544.957025214, 1290673.945254577 5597541.534226704, 1290707.539622021 5597535.513456121, 1290729.82710977 5597532.060035559, 1290745.741557091 5597529.506913765, 1290757.819378147 5597524.998882042)|radio_button_checked
WAY|La strada è illuminata?|1389.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292112.48467785 5599713.7302396, 1292115.12516169 5599713.84993501, 1292110.68122535 5599727.7581796, 1292104.12447483 5599736.04908639, 1292095.17290598 5599756.87326279, 1292079.60966529 5599826.44094506, 1292046.06530664 5599961.74673847, 1292050.90233159 5599975.43132853, 1292045.54925302 5600023.67143159, 1292049.11715811 5600024.49164502, 1292009.11855131 5600224.89588116)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|1389.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292112.48467785 5599713.7302396, 1292115.12516169 5599713.84993501, 1292110.68122535 5599727.7581796, 1292104.12447483 5599736.04908639, 1292095.17290598 5599756.87326279, 1292079.60966529 5599826.44094506, 1292046.06530664 5599961.74673847, 1292050.90233159 5599975.43132853, 1292045.54925302 5600023.67143159, 1292049.11715811 5600024.49164502, 1292009.11855131 5600224.89588116)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|857.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|La strada è una corsia riservata o no?|857.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|La strada è illuminata?|857.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|857.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|Di che superficie è fatta la strada?|857.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|857.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|857.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294418.363643885 5593977.258770042, 1294383.573222941 5593985.585204163, 1294358.279327791 5593988.325873387, 1294351.390438834 5593983.193637396)|radio_button_checked
WAY|La strada è illuminata?|318.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292381.498637997 5596977.447474708, 1292381.498628338 5596977.447292527, 1292380.583816255 5596970.873913134, 1292379.748140172 5596966.77130323)|radio_button_checked
WAY|La strada è illuminata?|831.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294067.937835344 5597988.018331158, 1294067.311728234 5598053.227272788, 1294067.076225506 5598161.306056042, 1294067.52952624 5598231.421044109, 1294067.33747031 5598274.912217294, 1294068.860749244 5598276.035195971, 1294071.113079149 5598276.708201146, 1294122.689800542 5598278.552155476, 1294128.405778673 5598274.636367519, 1294136.370653485 5598271.287096499, 1294144.3083318 5598270.390063478, 1294157.592694865 5598270.598506691, 1294172.301101436 5598272.146273003, 1294193.352657208 5598279.350125161, 1294198.863527188 5598278.958122064, 1294205.065688139 5598276.94496544, 1294209.206294621 5598274.799142119)|radio_button_checked
WAY|La strada è illuminata?|741.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292734.248886743 5603486.867598428, 1292730.675589385 5603480.632519721, 1292720.210832901 5603460.886407251, 1292708.162260755 5603438.703191538, 1292702.648915483 5603426.973017956, 1292698.791512726 5603406.124870379, 1292698.725306122 5603405.79665528)|radio_button_checked
WAY|Di che superficie è fatta la strada?|741.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1292734.248886743 5603486.867598428, 1292730.675589385 5603480.632519721, 1292720.210832901 5603460.886407251, 1292708.162260755 5603438.703191538, 1292702.648915483 5603426.973017956, 1292698.791512726 5603406.124870379, 1292698.725306122 5603405.79665528)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|741.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292734.248886743 5603486.867598428, 1292730.675589385 5603480.632519721, 1292720.210832901 5603460.886407251, 1292708.162260755 5603438.703191538, 1292702.648915483 5603426.973017956, 1292698.791512726 5603406.124870379, 1292698.725306122 5603405.79665528)|radio_button_checked
WAY|La strada è una corsia riservata o no?|1259.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1294049.17416977 5603437.893063, 1294052.53993665 5603437.40684085, 1294061.53554704 5603436.73789701, 1294074.58686155 5603433.67538725, 1294095.02320041 5603426.60328274, 1294112.03303762 5603418.13442343, 1294129.03245398 5603404.99919185, 1294168.72510368 5603358.61527068, 1294206.20239205 5603297.45821836, 1294229.21446295 5603265.42158423, 1294291.31318424 5603175.5689543, 1294339.90505729 5603106.7005822, 1294343.60311685 5603101.96252786, 1294347.29813473 5603097.13033011, 1294348.81117201 5603094.53661122, 1294354.04655986 5603087.95799733, 1294361.68229502 5603082.99777707, 1294365.23521219 5603079.58384337, 1294369.01527491 5603077.3876884, 1294385.9705223 5603064.41792778, 1294407.51139988 5603056.02137993, 1294421.06284941 5603052.04085612, 1294435.83241434 5603049.56421473, 1294454.05391941 5603047.69487988, 1294470.61988204 5603046.32079693, 1294488.29668659 5603047.2489401, 1294502.20319587 5603049.4265919, 1294532.02524721 5603058.02562409, 1294543.62100143 5603063.83610103, 1294559.59586813 5603073.8168109, 1294573.04231445 5603082.21779377, 1294579.30876541 5603086.1328963, 1294597.3437487 5603098.16934271, 1294606.05867423 5603104.97404109, 1294652.40977867 5603140.45284593, 1294722.05115186 5603192.37933922, 1294737.69006709 5603201.81484172, 1294751.44718393 5603208.7437161, 1294764.48474782 5603215.01978536, 1294779.89594058 5603221.83856483, 1294792.7600289 5603227.20782454, 1294802.84992664 5603230.81663352, 1294817.11837601 5603235.63503919, 1294835.64269926 5603241.22242417, 1294859.74573319 5603246.43775999, 1294894.27185938 5603253.8826731, 1294903.06523491 5603256.09916665, 1294937.79472642 5603263.36352021, 1294958.69499175 5603267.78343303, 1294996.53889883 5603275.68597928, 1295036.89013988 5603282.89008145, 1295066.84508176 5603288.71922617, 1295098.90728686 5603294.94679217, 1295134.55232192 5603301.85199376, 1295154.92243614 5603306.2927965, 1295171.30772718 5603310.78679992, 1295186.08604903 5603314.91799415, 1295201.37858585 5603321.24308202, 1295217.13268946 5603328.43112192, 1295241.64702313 5603342.12191831, 1295257.31347511 5603352.20174133, 1295286.03302263 5603371.39964174, 1295305.42191049 5603383.92491944, 1295325.56742611 5603396.93891683, 1295341.39430472 5603406.36745356, 1295356.78363119 5603416.04244674, 1295382.37075673 5603430.1800554, 1295402.61971088 5603437.58594084, 1295417.35712482 5603441.2669872, 1295436.91438578 5603445.66082333, 1295449.05433968 5603450.90016069, 1295465.57806565 5603455.53069433, 1295491.38127994 5603462.31207573, 1295513.3309243 5603468.08063186, 1295535.5450872 5603473.9617321, 1295553.18853843 5603478.65907004, 1295608.51564231 5603493.60809759, 1295698.1342071 5603518.00380924, 1295764.46825179 5603535.54611613, 1295786.64380642 5603542.02338104, 1295839.53341029 5603556.75015368, 1295881.32812066 5603567.97735086, 1296153.29560103 5603640.67715665, 1296159.85441646 5603641.21412843, 1296186.97878953 5603647.97037744, 1296258.14064503 5603666.78289061, 1296298.05781041 5603677.56207207, 1296353.97984109 5603692.63139792, 1296393.78169338 5603703.38102096, 1296437.67823861 5603715.3238564, 1296549.86007676 5603745.25656352, 1296595.32718346 5603757.50938519, 1296808.50935178 5603816.88202411, 1296874.05485937 5603834.108893816)|radio_button_checked
WAY|La strada è illuminata?|1259.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294049.17416977 5603437.893063, 1294052.53993665 5603437.40684085, 1294061.53554704 5603436.73789701, 1294074.58686155 5603433.67538725, 1294095.02320041 5603426.60328274, 1294112.03303762 5603418.13442343, 1294129.03245398 5603404.99919185, 1294168.72510368 5603358.61527068, 1294206.20239205 5603297.45821836, 1294229.21446295 5603265.42158423, 1294291.31318424 5603175.5689543, 1294339.90505729 5603106.7005822, 1294343.60311685 5603101.96252786, 1294347.29813473 5603097.13033011, 1294348.81117201 5603094.53661122, 1294354.04655986 5603087.95799733, 1294361.68229502 5603082.99777707, 1294365.23521219 5603079.58384337, 1294369.01527491 5603077.3876884, 1294385.9705223 5603064.41792778, 1294407.51139988 5603056.02137993, 1294421.06284941 5603052.04085612, 1294435.83241434 5603049.56421473, 1294454.05391941 5603047.69487988, 1294470.61988204 5603046.32079693, 1294488.29668659 5603047.2489401, 1294502.20319587 5603049.4265919, 1294532.02524721 5603058.02562409, 1294543.62100143 5603063.83610103, 1294559.59586813 5603073.8168109, 1294573.04231445 5603082.21779377, 1294579.30876541 5603086.1328963, 1294597.3437487 5603098.16934271, 1294606.05867423 5603104.97404109, 1294652.40977867 5603140.45284593, 1294722.05115186 5603192.37933922, 1294737.69006709 5603201.81484172, 1294751.44718393 5603208.7437161, 1294764.48474782 5603215.01978536, 1294779.89594058 5603221.83856483, 1294792.7600289 5603227.20782454, 1294802.84992664 5603230.81663352, 1294817.11837601 5603235.63503919, 1294835.64269926 5603241.22242417, 1294859.74573319 5603246.43775999, 1294894.27185938 5603253.8826731, 1294903.06523491 5603256.09916665, 1294937.79472642 5603263.36352021, 1294958.69499175 5603267.78343303, 1294996.53889883 5603275.68597928, 1295036.89013988 5603282.89008145, 1295066.84508176 5603288.71922617, 1295098.90728686 5603294.94679217, 1295134.55232192 5603301.85199376, 1295154.92243614 5603306.2927965, 1295171.30772718 5603310.78679992, 1295186.08604903 5603314.91799415, 1295201.37858585 5603321.24308202, 1295217.13268946 5603328.43112192, 1295241.64702313 5603342.12191831, 1295257.31347511 5603352.20174133, 1295286.03302263 5603371.39964174, 1295305.42191049 5603383.92491944, 1295325.56742611 5603396.93891683, 1295341.39430472 5603406.36745356, 1295356.78363119 5603416.04244674, 1295382.37075673 5603430.1800554, 1295402.61971088 5603437.58594084, 1295417.35712482 5603441.2669872, 1295436.91438578 5603445.66082333, 1295449.05433968 5603450.90016069, 1295465.57806565 5603455.53069433, 1295491.38127994 5603462.31207573, 1295513.3309243 5603468.08063186, 1295535.5450872 5603473.9617321, 1295553.18853843 5603478.65907004, 1295608.51564231 5603493.60809759, 1295698.1342071 5603518.00380924, 1295764.46825179 5603535.54611613, 1295786.64380642 5603542.02338104, 1295839.53341029 5603556.75015368, 1295881.32812066 5603567.97735086, 1296153.29560103 5603640.67715665, 1296159.85441646 5603641.21412843, 1296186.97878953 5603647.97037744, 1296258.14064503 5603666.78289061, 1296298.05781041 5603677.56207207, 1296353.97984109 5603692.63139792, 1296393.78169338 5603703.38102096, 1296437.67823861 5603715.3238564, 1296549.86007676 5603745.25656352, 1296595.32718346 5603757.50938519, 1296808.50935178 5603816.88202411, 1296874.05485937 5603834.108893816)|radio_button_checked
WAY|La strada è illuminata?|1131.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292643.560651858 5596581.220965865, 1292638.889368226 5596568.196150186, 1292638.642159647 5596561.571392789, 1292642.377043832 5596550.72995133, 1292642.034751336 5596541.851015781, 1292641.052459262 5596516.566058627, 1292638.752482959 5596460.829366256)|radio_button_checked
WAY|La strada è illuminata?|793.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295703.96196691 5594585.649975884, 1295700.519054787 5594587.017156952, 1295651.472671703 5594611.313842051, 1295633.640573536 5594634.705187493, 1295615.443708176 5594657.209527567, 1295596.804189733 5594669.503075894, 1295574.802099926 5594685.164793839, 1295571.414918682 5594691.230558354, 1295543.960264654 5594707.968874042, 1295494.589580642 5594739.579386563, 1295435.375534616 5594778.477138452, 1295432.79310166 5594785.19089586, 1295393.798621096 5594808.709767303, 1295340.367546781 5594842.924122994, 1295270.320194372 5594889.702682591, 1295223.365144145 5594919.885265351, 1295201.617554001 5594933.066109866, 1295194.605966609 5594934.418033699, 1295187.875552848 5594934.075272826, 1295180.729686272 5594931.273924119, 1295175.051407721 5594921.907437597, 1295171.469870179 5594914.557028686)|radio_button_checked
WAY|La strada è illuminata?|453.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295093.232752432 5595062.424701354, 1295096.671224565 5595058.362498543, 1295106.22500831 5595045.049027432, 1295117.956605442 5595029.087826506, 1295128.559892436 5595015.815665048, 1295134.498680119 5595010.535169221)|radio_button_checked
WAY|La strada è illuminata?|337.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292693.936387391 5593426.028797198, 1292631.385086584 5593333.645210861)|radio_button_checked
WAY|La strada è illuminata?|297.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1293523.079565286 5594535.028069131, 1293515.869307288 5594540.263658228, 1293513.577390161 5594545.054350036, 1293455.315332548 5594772.633792287, 1293414.276142573 5594818.350693454, 1293412.384291998 5594820.464363936, 1293411.113656759 5594826.677167121, 1293400.863028162 5594846.26580648)|radio_button_checked
WAY|La strada è illuminata?|1123.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1291953.218902769 5597215.994291664, 1291963.975047345 5597207.147381829, 1291971.818275862 5597203.546118663, 1292048.610174463 5597180.465614991, 1292086.220130088 5597168.435275926)|radio_button_checked
WAY|La strada è illuminata?|51.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295101.822859399 5596513.54738001, 1295121.292910012 5596510.654679234)|radio_button_checked
WAY|La strada è illuminata?|289.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1293734.671815976 5594395.334524199, 1293728.437970795 5594447.04780321, 1293726.5733606 5594455.691892904)|radio_button_checked
WAY|La strada è illuminata?|1321.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1300486.48725493 5600085.88729337, 1300545.72980615 5600110.83651227, 1300549.96842428 5600103.08678944, 1300581.21984673 5600113.88671515)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|1321.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1300486.48725493 5600085.88729337, 1300545.72980615 5600110.83651227, 1300549.96842428 5600103.08678944, 1300581.21984673 5600113.88671515)|radio_button_checked
WAY|La strada è illuminata?|631.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1286476.076752115 5598227.332108867, 1286476.132798214 5598227.257852756, 1286492.786120064 5598237.174770611, 1286501.291984667 5598240.570257223, 1286504.380864418 5598241.28817815)|radio_button_checked
WAY|La strada è illuminata?|88.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295775.351486342 5595181.04759544, 1295782.887514052 5595202.684272184, 1295793.738127404 5595233.837338326, 1295799.991614533 5595251.589032433, 1295796.022736172 5595260.451450697, 1295799.826017617 5595272.307328193, 1295813.597574514 5595312.467037726, 1295823.290757772 5595317.440695814, 1295824.875345448 5595332.16203039)|radio_button_checked
WAY|La strada è illuminata?|436.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1293013.867505807 5598308.189826457, 1293010.690941367 5598322.15561752, 1293008.235312395 5598332.069238816, 1293007.11447175 5598343.238595312, 1293005.582774597 5598347.370251541, 1293004.331018408 5598354.461701418, 1293002.185339565 5598362.509811566, 1292998.257490668 5598378.408750201, 1292995.581123438 5598392.968394695, 1292976.077632581 5598493.983607837, 1292974.188037863 5598504.250224987, 1292972.173488212 5598510.624221084, 1292970.146748404 5598522.379735613, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|436.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1293013.867505807 5598308.189826457, 1293010.690941367 5598322.15561752, 1293008.235312395 5598332.069238816, 1293007.11447175 5598343.238595312, 1293005.582774597 5598347.370251541, 1293004.331018408 5598354.461701418, 1293002.185339565 5598362.509811566, 1292998.257490668 5598378.408750201, 1292995.581123438 5598392.968394695, 1292976.077632581 5598493.983607837, 1292974.188037863 5598504.250224987, 1292972.173488212 5598510.624221084, 1292970.146748404 5598522.379735613, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|La strada è illuminata?|898.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1293079.167404757 5595198.732758573, 1293094.037900729 5595189.493331522, 1293162.740608805 5595133.145731154, 1293163.469871243 5595132.547865999)|radio_button_checked
WAY|La strada è illuminata?|1118.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1291169.242743326 5593109.230400421, 1291196.043034775 5593153.08816555, 1291211.110723044 5593177.964694726, 1291215.678500505 5593185.62668744, 1291224.975738253 5593201.130398733, 1291231.890487266 5593212.600047558, 1291234.149868102 5593215.88423768, 1291236.586659973 5593218.508454892, 1291239.307128796 5593219.359859254, 1291241.775650084 5593219.422839828, 1291243.511660115 5593218.741272682, 1291248.787663334 5593215.272044826, 1291251.176883826 5593214.626397781, 1291252.654143977 5593214.721201615, 1291254.239932017 5593215.552138628, 1291256.106897463 5593217.199006184, 1291257.951658465 5593219.927567163, 1291265.167127251 5593231.04619586, 1291274.989584329 5593247.457594225, 1291281.346977022 5593258.232248565)|radio_button_checked
WAY|La strada è illuminata?|997.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294356.3629391 5598080.3565954, 1294359.1851266 5598064.55232817, 1294379.15928963 5597971.12066063)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|997.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294356.3629391 5598080.3565954, 1294359.1851266 5598064.55232817, 1294379.15928963 5597971.12066063)|radio_button_checked
WAY|La strada è illuminata?|384.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1291875.964849112 5596712.997766012, 1291904.474624898 5596694.736405599, 1291916.58648907 5596688.164617347, 1291934.346499342 5596676.259420022, 1291977.190316543 5596651.35455435, 1291997.975487346 5596653.776174951, 1292015.966639486 5596643.752314573, 1292015.856897707 5596640.321491937, 1292017.114850109 5596636.846625113, 1292018.681802177 5596632.331502298, 1292020.195496767 5596622.590529575)|radio_button_checked
WAY|La strada è illuminata?|45.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295012.98009795 5595027.090336534, 1295025.694793155 5595038.033230685, 1295035.240184953 5595050.387202653, 1295046.619795817 5595068.554917352, 1295055.022406074 5595085.167614054, 1295055.640424973 5595086.525123034)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|516.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|La strada è una corsia riservata o no?|516.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|La strada è illuminata?|516.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|516.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|Di che superficie è fatta la strada?|516.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|516.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|516.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1293164.896875235 5603466.171518846, 1293152.301198533 5603476.047459066)|radio_button_checked
WAY|La strada è illuminata?|692.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1291717.308623263 5593023.302259702, 1291711.939507803 5593022.789273756, 1291656.195495638 5593007.682955262, 1291644.120737873 5593004.506592841, 1291637.05755363 5593001.697183966, 1291631.016414291 5592997.930765928, 1291625.098297381 5592993.896348483, 1291620.460895079 5592988.764590199, 1291602.595607581 5592960.822411962, 1291572.002271358 5592913.35437443, 1291558.044908329 5592892.415783881, 1291555.790328638 5592887.735543337, 1291554.760797422 5592884.336126412, 1291555.19906482 5592877.457033468, 1291556.947503436 5592870.403818107, 1291559.645476954 5592864.244223799, 1291562.77565247 5592859.258913184, 1291565.591504813 5592856.792067808, 1291565.748101943 5592856.724990824)|radio_button_checked
WAY|La strada è illuminata?|462.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294944.932291232 5595100.266305805, 1294957.439407835 5595120.694826102)|radio_button_checked
WAY|La strada è illuminata?|502.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295578.74752569 5597737.81681337, 1295581.446693 5597741.87359489, 1295584.09512695 5597744.3637332, 1295590.12474367 5597744.39117933, 1295596.01746603 5597743.63893593, 1295604.6754122 5597749.89671579)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|502.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1295578.74752569 5597737.81681337, 1295581.446693 5597741.87359489, 1295584.09512695 5597744.3637332, 1295590.12474367 5597744.39117933, 1295596.01746603 5597743.63893593, 1295604.6754122 5597749.89671579)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|1098.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292432.60550515 5595805.9454641, 1292416.64490267 5595788.4570443, 1292408.23361393 5595777.92642761, 1292405.73818408 5595774.70633182, 1292403.84021362 5595771.46697193, 1292404.59240382 5595766.94195841, 1292376.26000624 5595778.65729819, 1292349.83025865 5595756.40548696, 1292333.80691351 5595741.61948509, 1292256.79336241 5595671.18996856, 1292188.80849593 5595611.87116073, 1292161.40678933 5595587.25016096)|radio_button_checked
WAY|La strada è illuminata?|1098.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292432.60550515 5595805.9454641, 1292416.64490267 5595788.4570443, 1292408.23361393 5595777.92642761, 1292405.73818408 5595774.70633182, 1292403.84021362 5595771.46697193, 1292404.59240382 5595766.94195841, 1292376.26000624 5595778.65729819, 1292349.83025865 5595756.40548696, 1292333.80691351 5595741.61948509, 1292256.79336241 5595671.18996856, 1292188.80849593 5595611.87116073, 1292161.40678933 5595587.25016096)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|1098.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292432.60550515 5595805.9454641, 1292416.64490267 5595788.4570443, 1292408.23361393 5595777.92642761, 1292405.73818408 5595774.70633182, 1292403.84021362 5595771.46697193, 1292404.59240382 5595766.94195841, 1292376.26000624 5595778.65729819, 1292349.83025865 5595756.40548696, 1292333.80691351 5595741.61948509, 1292256.79336241 5595671.18996856, 1292188.80849593 5595611.87116073, 1292161.40678933 5595587.25016096)|radio_button_checked
