NODE OR WAY|QUESTION|ID|KEY|SCORE|VALIDATING|ANSWERS|shape|ICON
WAY|La strada è illuminata?|394.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1291901.583584997 5596474.068735361, 1291909.226580874 5596467.864751983, 1291925.649747383 5596455.99695913)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|228.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|La strada è una corsia riservata o no?|228.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|La strada è illuminata?|228.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|228.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|E' un centro abitato?|228.0|c_abitato|2.0|no|sì, no|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|Di che superficie è fatta la strada?|228.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|228.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|228.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292950.369386473 5598517.649177224, 1292969.286641651 5598526.919394608)|radio_button_checked
WAY|La strada è illuminata?|884.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294998.88389357 5593253.99525961, 1294991.60534506 5593326.14375117)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|884.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294998.88389357 5593253.99525961, 1294991.60534506 5593326.14375117)|radio_button_checked
WAY|La strada è illuminata?|848.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292744.56157591 5597644.32467612, 1292715.62445101 5597664.37512407)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|848.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292744.56157591 5597644.32467612, 1292715.62445101 5597664.37512407)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|856.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|La strada è una corsia riservata o no?|856.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|La strada è illuminata?|856.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|856.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|Di che superficie è fatta la strada?|856.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|856.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|856.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294507.652046811 5593988.723985295, 1294485.041766027 5593987.666408159, 1294475.333444514 5593987.213734416, 1294457.408686048 5593985.108087646, 1294440.063298236 5593981.191858118, 1294436.224342979 5593980.804559944, 1294418.363643885 5593977.258770042)|radio_button_checked
WAY|La strada è illuminata?|1012.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294441.38825262 5593690.29026801, 1294453.43713179 5593686.32479609, 1294453.51346569 5593686.19523818)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|1012.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294441.38825262 5593690.29026801, 1294453.43713179 5593686.32479609, 1294453.51346569 5593686.19523818)|radio_button_checked
WAY|La strada è illuminata?|1076.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1289799.759774475 5596519.762694681, 1289817.879556349 5596511.281870849, 1289838.633308392 5596500.575127955, 1289842.357495288 5596489.20368821, 1289842.699266901 5596482.072070208, 1289844.460475984 5596472.444968355, 1289848.393930683 5596469.435347727)|radio_button_checked
WAY|La strada è illuminata?|1347.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1291204.099431353 5597442.004304523, 1291198.982017979 5597443.665170558, 1291196.745141892 5597445.233523269, 1291195.738363651 5597447.959580938, 1291204.914543435 5597514.309855945, 1291213.679946348 5597570.896438581, 1291215.241503381 5597579.326645904, 1291216.413627291 5597581.783224584, 1291217.352115395 5597583.149848216, 1291219.190937042 5597584.687092378, 1291221.017040753 5597585.825668573, 1291223.13159734 5597586.655672337, 1291225.541582071 5597586.7571463)|radio_button_checked
WAY|La strada è illuminata?|330.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294553.193644471 5593905.909938558, 1294562.356777274 5593902.308528585, 1294566.53219801 5593900.948386333)|radio_button_checked
WAY|La strada è illuminata?|68.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1292444.436249438 5602438.043622078, 1292425.835560251 5602404.90830268)|radio_button_checked
WAY|La strada è illuminata?|414.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1290757.954531158 5595994.935348424, 1290757.040000783 5595991.934395204, 1290760.716771174 5595988.316047966, 1290856.760023037 5595935.846989702)|radio_button_checked
WAY|La strada è illuminata?|1027.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1295850.86517383 5595321.17908702, 1295811.69875515 5595211.54844598)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|1027.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1295850.86517383 5595321.17908702, 1295811.69875515 5595211.54844598)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|278.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|La strada è una corsia riservata o no?|278.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|La strada è illuminata?|278.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|278.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|E' un centro abitato?|278.0|c_abitato|2.0|no|sì, no|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|Di che superficie è fatta la strada?|278.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|278.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|278.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294541.608146084 5593811.392714165, 1294559.201296549 5593814.055432405)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|532.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|La strada è una corsia riservata o no?|532.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|La strada è illuminata?|532.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|532.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|E' un centro abitato?|532.0|c_abitato|2.0|no|sì, no|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|Di che superficie è fatta la strada?|532.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|532.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|532.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1289830.562425306 5591131.784221031, 1289898.853475283 5591071.832424292, 1289962.262245178 5591021.221760274, 1290075.600508183 5590932.11064346, 1290114.514521128 5590902.193990746, 1290123.816463379 5590893.317451023, 1290162.384097452 5590863.411793566, 1290232.570630207 5590805.394900988, 1290273.245310914 5590774.901964905, 1290276.197240766 5590773.103860039, 1290354.154082976 5590710.526162679)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|218.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|La strada è una corsia riservata o no?|218.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|La strada è illuminata?|218.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|218.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|E' un centro abitato?|218.0|c_abitato|2.0|no|sì, no|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|Di che superficie è fatta la strada?|218.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|218.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|218.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1298567.689054633 5592266.846292558, 1298568.165001419 5592266.6114298, 1298618.522889774 5592241.691438834, 1298680.386877275 5592210.663356152, 1298722.676698277 5592190.167698355, 1298766.774737368 5592168.133533671, 1298855.822944357 5592123.573139528, 1298900.965890531 5592100.720516119, 1298945.454424441 5592078.882502228, 1298988.088267242 5592057.00613529, 1299032.300103502 5592035.463843678, 1299041.33247956 5592031.020807762)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|195.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|La strada è una corsia riservata o no?|195.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|La strada è illuminata?|195.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|195.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|E' un centro abitato?|195.0|c_abitato|2.0|no|sì, no|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|Di che superficie è fatta la strada?|195.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|195.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|195.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1285940.987809849 5599257.261230884, 1285925.79572212 5599242.224516165, 1285919.651000875 5599235.283646511, 1285914.211271343 5599225.5484182, 1285909.08727151 5599213.417667723, 1285905.670797881 5599205.197991323, 1285904.018547388 5599202.875567194, 1285899.575451742 5599193.506531603, 1285895.870179482 5599182.391329991, 1285888.599595505 5599160.587275505, 1285885.841891587 5599152.313734218, 1285883.298763379 5599146.84971381, 1285880.738382818 5599139.101308278)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|1402.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|La strada è una corsia riservata o no?|1402.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|La strada è illuminata?|1402.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|1402.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|E' un centro abitato?|1402.0|c_abitato|2.0|no|sì, no|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|Di che superficie è fatta la strada?|1402.0|tipo_fondo|3.0|no|asfalto, bettonella, cemento, stabilizzato, asfalto e bettonella, ghiaia, porfido, legno, autobloccante, pavimentato|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|Su cosa si trova la ciclabile?|1402.0|sede|3.0|no|su marciapiede, rilevato, rampa, in argine, in trincea, su ponte, A raso|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|Su cosa si trova la strada ciclabile?|1402.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294719.904928901 5587291.554327314, 1294542.86187348 5587253.646807797)|radio_button_checked
WAY|La segnaletica è orizzontale, verticale o entrambi?|487.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1293446.721370245 5596813.721940311, 1293382.559193858 5596827.494403987, 1293265.287902538 5596847.556534973, 1293174.424799507 5596863.8054493)|radio_button_checked
WAY|La strada è una corsia riservata o no?|487.0|illuminaz|3.0|no|SEDE PROMISCUA PEDONALI E CICLABILI, CORSIA RISERVATA SU MARCIAPIEDE, SEDE PROPRIA, CORSIA RISERVATA SU SEDE STRADALE, SEDE PROMISCUA CICLABILI E VEICOLARI ZTL|LINESTRING (1293446.721370245 5596813.721940311, 1293382.559193858 5596827.494403987, 1293265.287902538 5596847.556534973, 1293174.424799507 5596863.8054493)|radio_button_checked
WAY|La strada è illuminata?|487.0|note_illum|3.0|no|si a tratti, si, no|LINESTRING (1293446.721370245 5596813.721940311, 1293382.559193858 5596827.494403987, 1293265.287902538 5596847.556534973, 1293174.424799507 5596863.8054493)|radio_button_checked
WAY|E' una strada a doppio senso o senso unico?|487.0|senso_marc|3.0|no|doppio senso, senso unico|LINESTRING (1293446.721370245 5596813.721940311, 1293382.559193858 5596827.494403987, 1293265.287902538 5596847.556534973, 1293174.424799507 5596863.8054493)|radio_button_checked
