NODE OR WAY|QUESTION|ID|KEY|SCORE|VALIDATING|ANSWERS|shape
WAY|La segnaletica è orizzontale, verticale o entrambi?|567.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1285537.730031062 5598049.745192183, 1285560.144421769 5598055.975512655, 1285590.176290602 5598064.461476448, 1285635.199626553 5598076.405037999, 1285694.456548164 5598092.615846939, 1285765.40077473 5598119.749934043)
WAY|Su cosa si trova la strada ciclabile?|567.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1285537.730031062 5598049.745192183, 1285560.144421769 5598055.975512655, 1285590.176290602 5598064.461476448, 1285635.199626553 5598076.405037999, 1285694.456548164 5598092.615846939, 1285765.40077473 5598119.749934043)
WAY|La segnaletica è orizzontale, verticale o entrambi?|129.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292093.064245146 5598269.207228322, 1292108.691717888 5598248.373265896, 1292135.798267865 5598222.211079633, 1292170.398618451 5598192.063783988, 1292222.466385086 5598149.415933662, 1292242.907265524 5598134.047751918, 1292258.14057955 5598107.108734385)
WAY|Su cosa si trova la strada ciclabile?|129.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292093.064245146 5598269.207228322, 1292108.691717888 5598248.373265896, 1292135.798267865 5598222.211079633, 1292170.398618451 5598192.063783988, 1292222.466385086 5598149.415933662, 1292242.907265524 5598134.047751918, 1292258.14057955 5598107.108734385)
WAY|La segnaletica è orizzontale, verticale o entrambi?|310.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294460.547971846 5593303.514307224, 1294457.442720611 5593296.418890729, 1294455.994248251 5593274.524085851, 1294455.880840247 5593271.00692583, 1294447.314587741 5593237.654969615, 1294446.999516763 5593234.365111602, 1294441.953727382 5593211.262783196, 1294443.232765562 5593205.217112291, 1294443.663507583 5593202.201055525, 1294442.973969023 5593197.190552151, 1294438.629541643 5593180.146938693, 1294435.566863375 5593167.035065391, 1294434.469328126 5593163.030123689)
WAY|Su cosa si trova la strada ciclabile?|310.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294460.547971846 5593303.514307224, 1294457.442720611 5593296.418890729, 1294455.994248251 5593274.524085851, 1294455.880840247 5593271.00692583, 1294447.314587741 5593237.654969615, 1294446.999516763 5593234.365111602, 1294441.953727382 5593211.262783196, 1294443.232765562 5593205.217112291, 1294443.663507583 5593202.201055525, 1294442.973969023 5593197.190552151, 1294438.629541643 5593180.146938693, 1294435.566863375 5593167.035065391, 1294434.469328126 5593163.030123689)
WAY|Su cosa si trova la strada ciclabile?|973.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1296843.42681111 5599948.024891417, 1296836.214211141 5599912.718427407)
WAY|Su cosa si trova la strada ciclabile?|1097.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1291554.49856669 5599959.58268421, 1291310.63175805 5598206.26651815)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1267.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1286120.920313521 5598178.20359632, 1286135.715178227 5598175.378772698, 1286202.941703767 5598170.899159803, 1286270.999953801 5598167.964767234, 1286318.760814719 5598167.24277663, 1286335.268481061 5598169.079480394, 1286356.698799021 5598202.986330717, 1286363.865029379 5598206.689977516, 1286373.436431664 5598210.51132076, 1286391.37794081 5598209.75100482, 1286423.90073112 5598197.719837417, 1286447.771834133 5598209.541645295, 1286476.076752115 5598227.332108867)
WAY|Su cosa si trova la strada ciclabile?|1267.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1286120.920313521 5598178.20359632, 1286135.715178227 5598175.378772698, 1286202.941703767 5598170.899159803, 1286270.999953801 5598167.964767234, 1286318.760814719 5598167.24277663, 1286335.268481061 5598169.079480394, 1286356.698799021 5598202.986330717, 1286363.865029379 5598206.689977516, 1286373.436431664 5598210.51132076, 1286391.37794081 5598209.75100482, 1286423.90073112 5598197.719837417, 1286447.771834133 5598209.541645295, 1286476.076752115 5598227.332108867)
WAY|La segnaletica è orizzontale, verticale o entrambi?|127.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292842.666098929 5602378.758476611, 1292841.146441903 5602356.799695951, 1292842.832234548 5602118.086757113, 1292842.550962985 5602109.323869703, 1292797.819224936 5601918.185620294, 1292750.32147738 5601531.493843085, 1292727.303659891 5601352.822774787, 1292720.676385732 5601349.579152549, 1292716.950060013 5601329.516838994)
WAY|Su cosa si trova la strada ciclabile?|127.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292842.666098929 5602378.758476611, 1292841.146441903 5602356.799695951, 1292842.832234548 5602118.086757113, 1292842.550962985 5602109.323869703, 1292797.819224936 5601918.185620294, 1292750.32147738 5601531.493843085, 1292727.303659891 5601352.822774787, 1292720.676385732 5601349.579152549, 1292716.950060013 5601329.516838994)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1086.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1288645.262823315 5587266.705213307, 1288698.164516963 5587257.172477836, 1288761.760807757 5587239.448774555, 1288831.560104521 5587219.957205358, 1288892.948122598 5587181.891755898, 1289011.42981094 5587118.457395013, 1289197.299949514 5587008.913682032, 1289243.152615838 5586974.48171794, 1289401.251615758 5586828.139605767, 1289463.502237902 5586768.064159627, 1289509.203624596 5586728.926546247, 1289580.248175212 5586651.284839097)
WAY|Su cosa si trova la strada ciclabile?|1086.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1288645.262823315 5587266.705213307, 1288698.164516963 5587257.172477836, 1288761.760807757 5587239.448774555, 1288831.560104521 5587219.957205358, 1288892.948122598 5587181.891755898, 1289011.42981094 5587118.457395013, 1289197.299949514 5587008.913682032, 1289243.152615838 5586974.48171794, 1289401.251615758 5586828.139605767, 1289463.502237902 5586768.064159627, 1289509.203624596 5586728.926546247, 1289580.248175212 5586651.284839097)
WAY|La segnaletica è orizzontale, verticale o entrambi?|490.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1293504.818940671 5596118.651528819, 1293501.325216704 5596120.441460892, 1293442.955508929 5596138.597660572, 1293371.691430331 5596191.21251679)
WAY|Su cosa si trova la strada ciclabile?|490.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1293504.818940671 5596118.651528819, 1293501.325216704 5596120.441460892, 1293442.955508929 5596138.597660572, 1293371.691430331 5596191.21251679)
WAY|La segnaletica è orizzontale, verticale o entrambi?|988.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1298846.134380408 5596107.939282894, 1298842.651392228 5596106.83888779, 1298832.817683015 5596143.344914169)
WAY|Su cosa si trova la strada ciclabile?|988.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1298846.134380408 5596107.939282894, 1298842.651392228 5596106.83888779, 1298832.817683015 5596143.344914169)
WAY|La segnaletica è orizzontale, verticale o entrambi?|571.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1297687.834566865 5597404.036715502, 1297723.038143871 5597417.246079694, 1297762.352926333 5597426.717772225, 1297816.438784078 5597440.59630804, 1297882.277842387 5597456.045249746, 1297942.176759141 5597468.753605398, 1297990.586972061 5597481.524699336)
WAY|Su cosa si trova la strada ciclabile?|571.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1297687.834566865 5597404.036715502, 1297723.038143871 5597417.246079694, 1297762.352926333 5597426.717772225, 1297816.438784078 5597440.59630804, 1297882.277842387 5597456.045249746, 1297942.176759141 5597468.753605398, 1297990.586972061 5597481.524699336)
WAY|Su cosa si trova la strada ciclabile?|1013.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294453.51346569 5593686.19523818, 1294457.0222529 5593680.23993756, 1294460.87976011 5593673.32942489)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1282.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1291108.005579631 5592405.985694636, 1291080.537205972 5592391.750082432, 1291059.512415068 5592384.084246669, 1291013.593140465 5592377.738229821, 1290993.419219068 5592380.470432658, 1290977.721763458 5592360.644252953, 1290993.577901525 5592352.83785998, 1291008.412643191 5592345.585481012, 1291020.100301764 5592337.391493159, 1291024.135992585 5592333.613134608, 1290861.744695162 5592177.228158246, 1290818.414869934 5592137.958819349, 1290787.684743047 5592119.135952379, 1290749.319418556 5592105.249032781, 1290717.463549064 5592100.014768993, 1290706.681255707 5592104.009073494, 1290694.524343541 5592113.781256488, 1290681.146538482 5592103.325511601)
WAY|Su cosa si trova la strada ciclabile?|1282.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1291108.005579631 5592405.985694636, 1291080.537205972 5592391.750082432, 1291059.512415068 5592384.084246669, 1291013.593140465 5592377.738229821, 1290993.419219068 5592380.470432658, 1290977.721763458 5592360.644252953, 1290993.577901525 5592352.83785998, 1291008.412643191 5592345.585481012, 1291020.100301764 5592337.391493159, 1291024.135992585 5592333.613134608, 1290861.744695162 5592177.228158246, 1290818.414869934 5592137.958819349, 1290787.684743047 5592119.135952379, 1290749.319418556 5592105.249032781, 1290717.463549064 5592100.014768993, 1290706.681255707 5592104.009073494, 1290694.524343541 5592113.781256488, 1290681.146538482 5592103.325511601)
WAY|La segnaletica è orizzontale, verticale o entrambi?|548.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1296881.780871558 5597369.532384838, 1296878.199630042 5597361.071457978)
WAY|Su cosa si trova la strada ciclabile?|548.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1296881.780871558 5597369.532384838, 1296878.199630042 5597361.071457978)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1278.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294518.917210685 5592862.359938792, 1294547.68046114 5592825.100441133, 1294577.81182558 5592780.528887933, 1294595.03557769 5592756.346250868, 1294610.248859139 5592712.774574373, 1294625.974500169 5592648.551900035, 1294648.3486272 5592605.928388933, 1294677.306108775 5592559.131721364, 1294720.943357707 5592495.183496003, 1294731.905331955 5592474.59776559)
WAY|Su cosa si trova la strada ciclabile?|1278.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294518.917210685 5592862.359938792, 1294547.68046114 5592825.100441133, 1294577.81182558 5592780.528887933, 1294595.03557769 5592756.346250868, 1294610.248859139 5592712.774574373, 1294625.974500169 5592648.551900035, 1294648.3486272 5592605.928388933, 1294677.306108775 5592559.131721364, 1294720.943357707 5592495.183496003, 1294731.905331955 5592474.59776559)
WAY|La segnaletica è orizzontale, verticale o entrambi?|489.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1293814.55305516 5595895.278444728, 1293623.952156326 5596015.172479421, 1293593.628073805 5596034.639484727, 1293583.17975786 5596053.462948414, 1293569.193182257 5596076.837448108, 1293513.649786702 5596114.127232987, 1293504.818940671 5596118.651528819)
WAY|Su cosa si trova la strada ciclabile?|489.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1293814.55305516 5595895.278444728, 1293623.952156326 5596015.172479421, 1293593.628073805 5596034.639484727, 1293583.17975786 5596053.462948414, 1293569.193182257 5596076.837448108, 1293513.649786702 5596114.127232987, 1293504.818940671 5596118.651528819)
WAY|La segnaletica è orizzontale, verticale o entrambi?|112.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1290681.01704712 5596271.723128611, 1290589.395055844 5596306.0705605, 1290573.42525262 5596301.459361254, 1290550.132693009 5596301.863420507, 1290542.712105168 5596303.978107531, 1290510.730077944 5596319.874689373, 1290504.802666412 5596321.886310183, 1290455.141369908 5596348.098126611, 1290393.746800986 5596380.956705794, 1290377.083348833 5596391.90186377, 1290348.255898353 5596405.632356448, 1290318.124780974 5596423.699437479, 1290270.789553689 5596454.407022733, 1290259.622109457 5596462.581493458, 1290240.067770584 5596473.806724659, 1290216.720945134 5596485.672228729, 1290189.626023162 5596499.402112252, 1290176.754812837 5596508.503284074, 1290146.631342343 5596525.101289015, 1290116.678033266 5596541.517122142, 1290087.00574505 5596561.412883624, 1290023.581445713 5596598.011337907, 1289982.036771395 5596620.196701528, 1289926.696097064 5596649.756900254, 1289918.375140974 5596654.89210896, 1289908.751744699 5596662.674681056, 1289895.176259391 5596671.444809224, 1289864.551508385 5596688.577130928, 1289783.521376564 5596737.904686287, 1289720.50745918 5596776.763119641, 1289697.906649874 5596790.337333854, 1289667.517892614 5596809.382873333, 1289641.196031319 5596825.858295746, 1289580.961962103 5596870.346819391, 1289570.76643984 5596876.413971043, 1289555.893329738 5596888.007687743, 1289542.432597964 5596900.417535425, 1289531.627005484 5596909.109941931, 1289478.784359469 5596946.582656642, 1289467.802659937 5596955.103987142, 1289459.712053095 5596962.141785324, 1289447.790162658 5596968.429590207, 1289432.796004131 5596981.594993255, 1289418.75219171 5596991.936526791, 1289400.597311872 5597003.811542742, 1289388.224724843 5597012.200552937, 1289380.309994057 5597019.409377554, 1289367.920584617 5597027.268910933, 1289357.109077031 5597035.784750756, 1289341.45330679 5597050.130588946, 1289319.50130705 5597065.118980166, 1289293.464557879 5597084.731645712, 1289276.79057139 5597098.900139319, 1289263.424871737 5597111.726412423, 1289250.773799858 5597124.706556799, 1289237.799304919 5597138.768072995, 1289222.973446517 5597155.527638021, 1289200.472295851 5597186.544112518, 1289189.237143697 5597205.320273473, 1289181.078442242 5597220.818279673, 1289174.00295139 5597236.988443942, 1289166.523175794 5597257.246001331, 1289154.645392636 5597294.825167846, 1289149.038475394 5597312.892007418, 1289138.859778916 5597342.621511009, 1289125.340518402 5597383.974519427, 1289097.785211117 5597467.227540298, 1289088.558402942 5597494.707651992, 1289076.0969877 5597532.295258728, 1289073.417218201 5597536.855596156)
WAY|Su cosa si trova la strada ciclabile?|112.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1290681.01704712 5596271.723128611, 1290589.395055844 5596306.0705605, 1290573.42525262 5596301.459361254, 1290550.132693009 5596301.863420507, 1290542.712105168 5596303.978107531, 1290510.730077944 5596319.874689373, 1290504.802666412 5596321.886310183, 1290455.141369908 5596348.098126611, 1290393.746800986 5596380.956705794, 1290377.083348833 5596391.90186377, 1290348.255898353 5596405.632356448, 1290318.124780974 5596423.699437479, 1290270.789553689 5596454.407022733, 1290259.622109457 5596462.581493458, 1290240.067770584 5596473.806724659, 1290216.720945134 5596485.672228729, 1290189.626023162 5596499.402112252, 1290176.754812837 5596508.503284074, 1290146.631342343 5596525.101289015, 1290116.678033266 5596541.517122142, 1290087.00574505 5596561.412883624, 1290023.581445713 5596598.011337907, 1289982.036771395 5596620.196701528, 1289926.696097064 5596649.756900254, 1289918.375140974 5596654.89210896, 1289908.751744699 5596662.674681056, 1289895.176259391 5596671.444809224, 1289864.551508385 5596688.577130928, 1289783.521376564 5596737.904686287, 1289720.50745918 5596776.763119641, 1289697.906649874 5596790.337333854, 1289667.517892614 5596809.382873333, 1289641.196031319 5596825.858295746, 1289580.961962103 5596870.346819391, 1289570.76643984 5596876.413971043, 1289555.893329738 5596888.007687743, 1289542.432597964 5596900.417535425, 1289531.627005484 5596909.109941931, 1289478.784359469 5596946.582656642, 1289467.802659937 5596955.103987142, 1289459.712053095 5596962.141785324, 1289447.790162658 5596968.429590207, 1289432.796004131 5596981.594993255, 1289418.75219171 5596991.936526791, 1289400.597311872 5597003.811542742, 1289388.224724843 5597012.200552937, 1289380.309994057 5597019.409377554, 1289367.920584617 5597027.268910933, 1289357.109077031 5597035.784750756, 1289341.45330679 5597050.130588946, 1289319.50130705 5597065.118980166, 1289293.464557879 5597084.731645712, 1289276.79057139 5597098.900139319, 1289263.424871737 5597111.726412423, 1289250.773799858 5597124.706556799, 1289237.799304919 5597138.768072995, 1289222.973446517 5597155.527638021, 1289200.472295851 5597186.544112518, 1289189.237143697 5597205.320273473, 1289181.078442242 5597220.818279673, 1289174.00295139 5597236.988443942, 1289166.523175794 5597257.246001331, 1289154.645392636 5597294.825167846, 1289149.038475394 5597312.892007418, 1289138.859778916 5597342.621511009, 1289125.340518402 5597383.974519427, 1289097.785211117 5597467.227540298, 1289088.558402942 5597494.707651992, 1289076.0969877 5597532.295258728, 1289073.417218201 5597536.855596156)
WAY|La segnaletica è orizzontale, verticale o entrambi?|202.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1290757.954531158 5595994.935348424, 1290768.775590203 5595988.57138468)
WAY|Su cosa si trova la strada ciclabile?|202.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1290757.954531158 5595994.935348424, 1290768.775590203 5595988.57138468)
WAY|La segnaletica è orizzontale, verticale o entrambi?|173.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294379.036049883 5593543.307664768, 1294381.311382 5593542.913731048, 1294386.183204618 5593542.192700418, 1294391.632611005 5593541.132834613, 1294398.220306446 5593540.919014961, 1294403.129805961 5593541.366721613, 1294409.175820129 5593542.605344068, 1294416.989262642 5593544.073565947, 1294421.892623769 5593544.51301435)
WAY|Su cosa si trova la strada ciclabile?|173.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294379.036049883 5593543.307664768, 1294381.311382 5593542.913731048, 1294386.183204618 5593542.192700418, 1294391.632611005 5593541.132834613, 1294398.220306446 5593540.919014961, 1294403.129805961 5593541.366721613, 1294409.175820129 5593542.605344068, 1294416.989262642 5593544.073565947, 1294421.892623769 5593544.51301435)
WAY|La segnaletica è orizzontale, verticale o entrambi?|174.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1294421.892623769 5593544.51301435, 1294426.482323966 5593544.924349423, 1294432.792234465 5593544.112461794, 1294436.706134185 5593541.998668666, 1294449.183444725 5593532.88507964, 1294452.455338257 5593528.430113548, 1294472.579884261 5593528.935702496, 1294475.095307442 5593527.971041953, 1294476.238929577 5593527.106105515, 1294478.005094259 5593510.923095213, 1294479.707446926 5593489.026714331, 1294480.005969581 5593473.706290028)
WAY|Su cosa si trova la strada ciclabile?|174.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1294421.892623769 5593544.51301435, 1294426.482323966 5593544.924349423, 1294432.792234465 5593544.112461794, 1294436.706134185 5593541.998668666, 1294449.183444725 5593532.88507964, 1294452.455338257 5593528.430113548, 1294472.579884261 5593528.935702496, 1294475.095307442 5593527.971041953, 1294476.238929577 5593527.106105515, 1294478.005094259 5593510.923095213, 1294479.707446926 5593489.026714331, 1294480.005969581 5593473.706290028)
WAY|La segnaletica è orizzontale, verticale o entrambi?|111.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1290918.98035716 5596116.748425081, 1290917.848763121 5596117.320920776, 1290839.478520945 5596156.544679577, 1290777.443355659 5596190.452511797, 1290756.31306195 5596200.006718275, 1290735.900149291 5596216.195416721, 1290726.746804322 5596222.461884521, 1290717.879891378 5596227.1845075, 1290705.898506497 5596241.049307262, 1290689.645227383 5596259.500466562, 1290681.01704712 5596271.723128611)
WAY|Su cosa si trova la strada ciclabile?|111.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1290918.98035716 5596116.748425081, 1290917.848763121 5596117.320920776, 1290839.478520945 5596156.544679577, 1290777.443355659 5596190.452511797, 1290756.31306195 5596200.006718275, 1290735.900149291 5596216.195416721, 1290726.746804322 5596222.461884521, 1290717.879891378 5596227.1845075, 1290705.898506497 5596241.049307262, 1290689.645227383 5596259.500466562, 1290681.01704712 5596271.723128611)
WAY|La segnaletica è orizzontale, verticale o entrambi?|533.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1290354.154082976 5590710.526162679, 1290374.228688976 5590694.411653426, 1290389.946217103 5590682.924326795, 1290420.710679175 5590660.478659681, 1290442.443628456 5590644.506550343, 1290464.429784935 5590625.778864429, 1290521.273189331 5590578.637401741, 1290568.342563636 5590541.772341999, 1290574.660355915 5590535.904169924, 1290631.111842632 5590492.7251139, 1290648.114471268 5590478.620051645, 1290664.688062676 5590467.276120284, 1290688.029935016 5590448.157264438, 1290704.889477398 5590434.917375427, 1290775.672074769 5590379.77620631, 1290785.032765657 5590372.955378648, 1290824.101447011 5590342.519476296, 1290846.629687054 5590324.805741667, 1290864.675078233 5590311.180167621, 1290867.993160869 5590307.984419613, 1290896.009005006 5590285.284116327, 1290907.028587086 5590276.694344077, 1290941.750102497 5590249.238402222, 1290947.921264474 5590244.358550855, 1290954.089237287 5590239.48121463, 1290969.783289053 5590227.304611799, 1291005.977990624 5590198.163200851, 1291014.997786927 5590191.353202097, 1291028.011042546 5590180.978225293, 1291033.993145418 5590175.462763784, 1291052.708127202 5590161.473526887, 1291059.88772263 5590155.925168266, 1291158.625612492 5590078.862078822, 1291259.031573076 5590000.713418284, 1291267.397166453 5589994.779381342, 1291330.91679534 5589946.224689195, 1291367.783384003 5589914.777308086, 1291373.501562821 5589909.617797367, 1291407.220122608 5589883.076339463, 1291434.014460354 5589861.462780097, 1291460.808669531 5589839.849196364, 1291467.414409267 5589833.734392617, 1291490.926263001 5589815.825706115, 1291514.438023078 5589797.916996414, 1291531.428057471 5589782.984278057, 1291535.063513678 5589778.807378531, 1291538.698966552 5589774.630479554, 1291542.845316868 5589769.149078009, 1291546.99166222 5589763.667678005, 1291553.503205206 5589754.604595967, 1291560.014735325 5589745.541518635, 1291578.203727662 5589710.644992251, 1291591.797258306 5589684.385947904, 1291613.276331988 5589643.114514616, 1291621.161926394 5589628.10208675, 1291629.47099081 5589611.975556633, 1291645.472985643 5589577.646155704, 1291680.058060041 5589515.110519973, 1291712.487544497 5589454.122826667, 1291722.320920404 5589439.602392694, 1291731.076340506 5589423.089407898, 1291739.831729439 5589406.576445496, 1291749.906699846 5589388.175908644, 1291759.981630233 5589369.775398918, 1291769.594955956 5589351.295980746, 1291788.824730019 5589314.524675213, 1291798.44117872 5589296.232787082, 1291809.558001 5589275.862739843, 1291823.967784713 5589249.297027637, 1291832.860540533 5589234.255433926, 1291839.869573537 5589220.565203092, 1291846.878585884 5589206.874988016, 1291854.757622926 5589191.681253335, 1291862.636634185 5589176.487537903, 1291870.334637615 5589161.393435588, 1291878.032616035 5589146.299352469, 1291879.959409787 5589143.286287937, 1291886.066856849 5589133.127850726, 1291904.154094956 5589097.963237683, 1291915.497940307 5589076.110663897, 1291929.273630526 5589049.935333551, 1291943.049243035 5589023.760059738, 1291949.313856027 5589012.675487342, 1291976.520114924 5588960.893355957, 1291986.038548645 5588950.997640802, 1292033.755309865 5588888.227229322, 1292072.575678102 5588837.456271276, 1292088.285355218 5588817.121117654, 1292095.280029399 5588806.013198415, 1292104.567672654 5588785.984061627, 1292110.990200554 5588765.578331728, 1292112.516914303 5588741.458116602, 1292114.301419676 5588733.827459962, 1292115.570771477 5588654.19923357, 1292114.839698276 5588647.322540585, 1292115.84197244 5588638.437483444, 1292119.138780181 5588626.527653486, 1292126.517037496 5588610.057324608, 1292133.704210504 5588599.130966552, 1292148.598697868 5588579.192032016, 1292163.493120401 5588559.253118524, 1292179.257248098 5588537.719766993, 1292195.021301743 5588516.186441082, 1292216.844295224 5588480.255214911, 1292240.156268808 5588444.651196418, 1292250.790052586 5588426.600835321, 1292261.423794819 5588408.550498726, 1292270.787174542 5588390.91339838, 1292280.150518666 5588373.276323548, 1292289.332940122 5588355.827114071, 1292298.515327049 5588338.377929721, 1292303.785517835 5588324.9322122, 1292309.313400461 5588313.871965867, 1292326.776846514 5588273.658213326, 1292330.998013982 5588267.802642494, 1292338.00558383 5588254.113521436, 1292345.013133033 5588240.424416136, 1292360.295803954 5588212.635880952, 1292362.491303442 5588207.380588843, 1292367.963107646 5588199.554334134, 1292365.278827712 5588196.061247831, 1292360.389614236 5588193.530270611)
